User ID,Top k Items
4339,"[ 5187 11168   201  3548  3965   300 11782 12006 16801  4094 10633 13365
  8648 11010 11914 17277  6632  2290 10212 12883]"
4340,"[ 2144 10403  3548  3762  5392  8658  2275  5218  1042  6382  4789  2432
  7932  3411 16513  3666 14294  8633 16610 10633]"
4341,"[12498 14585  3144  3240 11572  4437 14294  1210  2222  9691  6363 14644
  2119 13270 14787 15891 16427  5681 16385  4172]"
4342,"[ 7934 16748  6971  5912 10788 10080  7950 13533  4218  5094 11277 11143
  1431 11648  6306 16857 15524  8755 12144 11119]"
4343,"[ 3249 14223 15279  6084 13820  5924  5907 12142  1747 10350 11914  7477
 12983  2144 15228  1587  8944 13394  9335 15828]"
4344,"[ 2107  9033  5757 14703 14292  5038 16818  4646  7737   860 13033 11741
 14565  9457 16758  2032  1099   217  2502 13434]"
4345,"[ 8030 16253    15 13573 17633  3023  9571  3909   257 11823   758 16665
 12928  8870 14449  4201 16109  6079 11375  7367]"
4346,"[ 2128 11648 13728  9181 15982 11948  4218 11039  4285  7934 17485  3190
  8755  6003 16748  7306  7864 14532 12144 13572]"
4347,"[ 6286 11229  5643 14432 12613   733 16459 10502  1573 11354  7296  9438
  7468  1540 12752  3567 14679 14368  5083 14663]"
4348,"[13539  2673  9644  8869  4851  5097  8727  2910  5496  4285  6066  4037
  8062  7932 11229  4940  4328  6213  7868  6606]"
4349,"[16665   257 12507  1522  9791 11143 12928  2018 14834  4572  6494   259
  5252  3337 15172  7293  6181 10931 11823 16253]"
4350,"[ 7117 13545 16241  4655 10748 13572   293 17249 14542 13114 11549 16551
 16367 13249 12152 10360 11897  4617 14239 16709]"
4351,"[11823  8895 10633  3762 16879  3590   804 11406  5003 12883 17621  6586
 10685   167  2299 14656  3369  9503   113  2445]"
4352,"[ 5825  6162 16426  3240 14294  1210   482  8878  9421  2119 12998  9335
  3548  5340  3272 13685 12883  7477  4385  6124]"
4353,"[ 1232  5003 10633  4673  4856 16503  7998  3762 11823 16801   879 17315
 13371  8717  2393  8895 17382  9211   146 12221]"
4354,"[ 3249  2358  6209 10851 12257  3185 11185  8267 12008  4650  2419  5253
 15336 17645  7879 13783  9334  7299 10041  3624]"
4355,"[ 2936 11049 10428 13125  4075  9716 12196 11173  4171 15029 17607   745
  3530 12610  9085 11093 12478 13438  3594  6671]"
4356,"[ 9375  6637  6926  2318  1521  2807 11494   733 14794  4177  4442 11673
   776 11948 13395  2956  6971  8491 11277 11590]"
4357,"[ 3762 17135  9571 17701 16253  5003   167 12321  1522  2299  2340 10633
 12089 17382 12883  3859  7367 11823 15861 11010]"
4358,"[12664 15451  8593 13496 15937  2464 17477 11658  1625 14199 13605 15140
  3610 16498  3892 10285 13705 12785  2907  1111]"
4359,"[ 2275  2340 14258  1232 13475  6162  3940 12416 12157 13365  1833 15158
  8986  3704 13682  8130  5725 10987 11206  5003]"
4360,"[ 6303 13616  9447  5825  4184  8648  2228  1759  1802  1986 12089 10987
 16656  1315  1819 15504  5187  6632  5643  4078]"
4361,"[ 5825 10326  2228  3548  6162 12998  5212 13862 12324 15342  1204 12672
  5187  8648 11507  6363 10987  2807 13365   879]"
4362,"[10287 13692  6556  6724 11193   495 15972  3762 16105 13862  7582 10633
 16381   762  8541 16385 17642 13261  3590  1738]"
4363,"[14794 17238  6028 13304 14850  5083 11381  4678 12523  5905 11081 10218
 14761 14983 14496 14002 17598  1997  6851 11119]"
4364,"[ 9612 17094  5083 14794  9391 11354 13304   392   755  9903 14111 14983
  3707 15781  4481  3099 17371  2066  1997  1934]"
4365,"[ 1210 16879  5033  9612 16101  8159  3240 17371 16426  4481  9421 12089
  8895 16857 11160  1802 12883 10763 17621 15912]"
4366,"[ 4062 11823 10411  1522  8577  5003  2937 12983  9834 12754 12811  8658
 12221  3666    81  7874  2340  1848 10302  3932]"
4367,"[12983  4390 17046 11159  5725  9165 12269 12006  6969 13672 11730  8545
  3858 16429  3979 12517  4385  2501  3166   221]"
4368,"[13572  4218  2941   219  5407 10763  5322  7864  7786  5033 15239  4177
   997  2688 12567 11277  6969  3623 15982  7934]"
4369,"[ 6382  8755 17740  5234 12865  7932  4557  4285  4373  9335   391    58
  4177  3431  2286  5677 10788  2298 11648 17188]"
4370,"[12498 15492  2178  8159 11315 16879 15144  5404  1679  8257  6861 14012
 11950  9435  9440  6031  7020 13260  9421  7541]"
4371,"[ 9748 15213  7016  2417 15349 12037 11294 13280  1459 16093  5214  8504
  3290 16179  2988 13168  3639  4098 11283 13533]"
4372,"[14281  9125  4373   391 16426 17362  4561 15172 11201  3404 11143  5030
 17376  4778 12089   822  4177  3250  8491 15239]"
4373,"[17621 10788  8030  5047  4789  3707  6971    15  7934 11143  9532  4561
  6538 10685 16101 14656 16879 14834  4177 10264]"
4374,"[ 6162  2378 12321 10788  2119  9421  4856  4673  3762 14294 13862  6363
   804  2937  2228 12759  7329  1190 13127  3411]"
4375,"[ 8446  6556  2936 11093  9728  2360  6077 15590 13261  7489 13356 11767
  6279  3182   188 14545 14017 11140  5958  9066]"
4376,"[ 8162 12883  6227  4789 17382  1796  8257 10114 11315 10633  3631  9211
  9607   515  7353  1495  8895 16079  7607  2144]"
4377,"[12321  2937 17701 14901  9571  3762  9958  7998 13371 11823 12498  3666
 14015 15385  1155 17613 16879 10685 10633 12511]"
4378,"[ 9612 17094 14983 16994  5083  4678  6637 13304   733 15735 16312 11354
  2550 15517 10181 17215   755   625  9258 16691]"
4379,"[12257  2910  4851  2673  1549  8588  6827  5496 15099  9644  7868  4658
  1134  7609   320 14559  4037  2555 17249  6213]"
4380,"[ 5660 10066  3676 11119 14496 11042  2465 12184  5260  5942  2055  7945
  9748 17734  7725  8721 11267 13168 16179  9793]"
4381,"[13260  8201  4561 16879 12089 17613  8159  2937  2164   478 10685 10264
 16109  4789 14780 10887  4755   167 11823 17621]"
4382,"[ 1521 11914  6303  3965  5845  6084 13672 12142 13609 16023 12364  8738
  6904  6720 13901  3359 14450 11810  3566  2144]"
4383,"[ 5725  2238  9131 12983  8020  3166   804  7281  4385 12269  9559   167
 12517  6842 17551    47 11342 10733   849  8563]"
4384,"[ 2214 15815 13863  5541 10791 15807  3637 12828  8502 10526 16971  3285
 10350  9608  2856 13090  9033 11162 10799 16755]"
4385,"[10733   804 11245 16879   879  9799 17382  9211 17621  4519  8895  1749
  7670 14783  8279 16107  9607 12998 17315 10987]"
4386,"[ 3025 11173  8732 17518  3715 16036 15752  5946  9562  7120  4012  2280
 13579  8986 14641   357 13475  1491  3432 12517]"
4387,"[ 4561 16879 17613  4218  8159   478  9799  4755  5681 11143 15172  4789
 14281  6031  2164 16101 16426  7020 14828 10931]"
4388,"[ 3762  5003 16879  9958   165  9440  1495 11258   879 14294   828 11823
 11315 11704  9435  3369 14828  2228  5303 15144]"
4389,"[14318  1679  6873 10350  8257   612 11162  5395  6627  4003  9196  2690
 17556  1853  2214 15639 11931 13130  7818  5990]"
4390,"[ 4177 11648   391  9335  9357 15663 15982 14294  5218  2119   494  3250
  6632  8491  5377  5003 16438  5643  9440  2432]"
4391,"[13616  6303 12752   136  9092 13302  2807  8130  2382 13238  4652 15342
  1562  1802 11969  5377  5643  3567 10100 14166]"
4392,"[ 8878 10633  7329  3859  2384    66 14656 17621  5204   167 13522 10987
 17382  8076 14456 14258  2340 11245  5825 12089]"
4393,"[15752  1747 12517 11998 17786 15007  8020 14223  3075 12416   858 15279
 10041  5430 13672 10286  6547  1344  7689  5907]"
4394,"[16879  4561 17789  2688  6404  7670 16738   257  3853 14321 10872 15172
 12828 12998  8919 13144 17020 16539  6969 16426]"
4395,"[  167   772  2089 16753 13063  8717 13862  2299  3762 10174  2472 12321
 15343  3715 10135   515  2481 15376  4992  6218]"
4396,"[11140  6162  9211  1591  3548  8878  3240  4789 15396  8895  3529 16857
  1232  7411  9357 16725   879 12998 14294  1329]"
4397,"[ 4177 14294  9440 14281  7934  6971 14656  3250  4481  3762  2299  4247
  2378 10788 16879  4856 17621  7701 16426 13245]"
4398,"[16237  2119 14294  9576  6162  3291  5643  4323 12224  9375 14656 14794
  3548  7145  4177 13304  8869  1455 14637 12759]"
4399,"[ 5392 16738  6971  7934  4789 17355  4218 16857  8491 11590  3288 17371
 11277 12144  9440  6056 16426  4177  3548  9723]"
4400,"[ 6873 10350  1679 11950  8257   612 12256  7818  9196  4003 11162 14499
  5395 11931 15639  5990  6627 17556 14651  2214]"
4401,"[ 9391 14794  9784  4385 10212 13522  8215  3884  9435  5083  6969 11354
  5959   755  8878  5039 13304  4678 14761 16108]"
4402,"[ 5212 14017  2144  8577  5003  4414  5392   432  1835  8238 12321  9225
 11507  7022 17203 13616 17577 12565  7287 12983]"
4403,"[ 4561  9125  4673 15172 14281  9799 17621 15376 10685 15535  5047  1668
  5328  8141  4519 14321   257 14456 14666 13144]"
4404,"[10685 16879 12883  4789 17621 14780  4561 15172  7573  7050  9659  3853
  3590  3411  1992  6227   167 13144   214  1457]"
4405,"[10633 17315   828 14780  3666 12511  3944 13371 13862  2937 11435  3762
  7103   804 17564  3631  3590 14901  4385  5187]"
4406,"[ 2275  3356  8130  3715  2280  2340 16610 12527 16830  5946  3762  2408
  3438  3025  6936 17061  8490  8846  9621 16821]"
4407,"[ 6162  2228 14294  1190 17772  3762  9440  3291 16738  9017 14656  8130
 16818  2937 11140 12672  4323 12998  2107  2119]"
4408,"[12089 10685 10733   478 10633  2937  3240  4201  8076  4385 13551 17621
  6227  7050  6969 14780  5725  2580  3590  2340]"
4409,"[ 8400   828  8895  8215  5058  3540  5003 14901  6586  4789  3762 10264
  4817 16695  9435  5725 15157 17392 10055  6381]"
4410,"[ 7934 11648  8755 14834  9181 13040 16748  4218  3056  4789 10080 15524
  1222   443  3707    15  7715  5912 17734 14930]"
4411,"[17315 16253 14780 12269 10264 16879 15199  3411  5777  7998  4172  4789
 16019   879  5404  9664  7874   828  4062 16503]"
4412,"[13365 12498  9421  5187 11782  1802  2434  3240  6162 16801  3128 13239
  5921  4184  9659  3548   804   855 10438  5575]"
4413,"[ 4094  6724  4907  7607 13810 16427  6556 13270  4437 17642 12269 11572
  9306  3766 13261 16664  4704 10633 10287  7716]"
4414,"[11648 12144  7934  2445  4406  8755  3404  3056 10080 14834 11959 15546
   391 17371 13552  9084   715 15524  9092  4481]"
4415,"[ 5003 11823  2340 17277 11168 10633  2937  3548  8658  3411  1597  2972
  4856  3590 17382  4062  8400  9082 16109 12321]"
4416,"[  201 13672  8738  3631 13475 10298 17009  2840  5845 11555 13403  9635
 11435 12291 13941  6084 14443  2641   828 12576]"
4417,"[ 1043  4561 10050  9791  6217  7998  8637 15172  4866  3298 13260 10084
  1522  5328   383 13158  4164 16748 15792  3190]"
4418,"[  457 13168 16793  4232 12394  6005 15432  7244  3470  3737 14433 13635
 11648  6683   391 11651  1957  9084 10481  5003]"
4419,"[  828  5187 12269  9175 10438   804  8505  1210  3965  3411 12441  3041
 11168  5732  3128  6227  3704  2378 14901  6084]"
4420,"[ 9335 11648  6382  1360 11300 15527   391 12509  9723  7932  7667  7411
   625  5392  6632  8062 11257  6218  3452 12771]"
4421,"[ 7286   443  2409  5407  4218  6307  8491 16482  7786 15418  9297 10493
 11590  5033  3635 12567  6174 16101 11648 11948]"
4422,"[15342 16237  1835  8738 17772  2759  7103  5718  3510 10438 12586  8016
 15278   344  1521  9635  1447  6084   141  7808]"
4423,"[14449   214  2144 10987 10633 12321 11823  1522 14212  1934  5725  5187
 14017  8895  5003 17478  2972  5124 14407  1802]"
4424,"[ 9799 15883  8878 12998  2173  9629 14151 16879     3 11245 14449  8159
  5774  3240 15396 14456  3165   478 10799 14764]"
4425,"[10411 11823  5104  2340  4385  5725  9400 13748   432 17382 16253  3762
 16327  6036  2275  7367  1045  3291   804  6842]"
4426,"[13551 17701 13862 14258 11140 17382 14776  4437  2580  5774  7709  6969
  9225   355  7329  4385 10633  3369 11245  1749]"
4427,"[ 7066  3678  1222 13040  7934 16482 16748  4402  2251  9297  4789 13146
  2352  8755  6844 15589  4177  2445  3988  9181]"
4428,"[ 5286 12394 15119  5011 10066 17710 15028 17598  1238  8853  3113  8591
  3145  3096   398  3207  5905 15309 12523 14536]"
4429,"[14017  8238 12586  1829  8577 14231 17642  5212   432 11093  6556  1315
 12321  5377 13438 14258  3291 17772   451  3272]"
4430,"[ 7934 15239 17376  3404  5643  6926  9017 11494  1819 12089  4177 10393
  8846  3623 14656  6632  4373   391  3548  6168]"
4431,"[11810  3283 11302 14902 16196 16360 15312 16550  9120  1747 11914 15620
  8322 17786 13820 15443 14499  5938  8601  5907]"
4432,"[ 5003  4789   515 12754 13260  4673 13063 17719  7998 10264  8577  8400
 12811 17701 12321  2378 16539 15057 14656  6206]"
4433,"[ 7343  5204 15352  3489  7716 14787  4437 17420    49 11745  3766 10114
  4519  9440 13270 13551   752  1796  7020 15396]"
4434,"[ 8062  4442 11601  9694   733  2720  5643  4037 10015 10863  9260  5890
  5097 14346 10262  8374 15453  8340 10245  1521]"
4435,"[10763  9211  5340 12998 15891   355  4437 16427  5774 11140  1575  9799
  8878 14017 10733 12370  3240   879  6279  2173]"
4436,"[ 4561  8637   171 15492 17621  2384 15535  4673 10407   167  2299  9571
 10685 17135  5590 14776 11245 13144  7050 17609]"
4437,"[ 2360 14545 14585 13556 10930  6556  6724  7489  2936  6279  4907 12489
   110 11507  4904 11093  8446 13692   495 12777]"
4438,"[ 5083 13304  9612  4678 17094  9803 14794 12295 14111 14983 17734  2956
 10572 14850  9391 13395 10218  9532 11590 11648]"
4439,"[ 4037 16237  8869  3291  1835 14954  6213 12224  5624 10717  2172 13571
 17772  7932  2119 14637  5212 15272  4285 14271]"
4440,"[11267 11119 11688 12394  9793 10066 12336  2540  2111 12184 15319  5660
  3792  8907 11042  5214 15213 17390 17746  9465]"
4441,"[11474  4789 16879  9297  3707  4561 11143   257 16101 15172  5033  7374
 16755  4218  7934 17621  4481  5094 16482  5912]"
4442,"[ 6162  1042  5003  8895 16610  2275  5825  3715  1522 11823 10987  8846
  3099  2119  2432  1819  4817  5234  3590  2393]"
4443,"[ 4078 11823   391  9357  5218 11151 11868 16438  6632 17719 12321 10788
  7991 15172  4673  9958 16748 14294  5156  2956]"
4444,"[  807  7045  7328  5687  5246 11503  4431 11022  3063 14946 16969  2789
  6746 12191  5981 11191  8013   874  8196 17696]"
4445,"[ 8755 11648 11143  4218  3190  8491  5003 10788  7934 12094 16748  4789
 14834 13040  4557  5234 14449  3404  8846  4481]"
4446,"[11950 14318 11010 14499  8601 11931 12256  8257  6084 10663 15443  6873
  1679  3631  1237 11914  7674   612 13130  6842]"
4447,"[ 6431  7200 11046 16540 16930  9629 14456  6588  3540 17703  9811 17420
 15199  5033 16602 17236 15183 17142 12945 13619]"
4448,"[  843 15792 16665  5252  6079  9791  1043  7016 16179 14834 15343 11664
  9793  3290  6345  7727 10050  3190 16701 14267]"
4449,"[ 4561    74  4789  6971  7934 15172 10931 16008 10685 11143  1648 17621
 16879   171 10788 13390 11375  5094 13260  3677]"
4450,"[ 2340  3666 12269 10438   171  6162  5187  8505 12754  1210 16253 16529
  2759  2937  8541 13862  3704  9175  7329  3041]"
4451,"[15535  4561 15172 11950  4673   772 17621  5590 10685 14828 10350 12883
 10799 13300  8257  2384  6673  4440 15144 11010]"
4452,"[ 1986 10403 14166 13579  2119  9719 16438 15342  2936 17207  5665  6162
    68  9562  8048  7627 15431  6124  6720   700]"
4453,"[ 1521  4177  1479   733  3359 17645  8322  5845 13616 12142 11914 12364
  8738 15279  5643 11229 11416 10642  7145 12752]"
4454,"[ 4561 15376 15349 10050 14321  2445 13588  6431 11294 15361 17087  6247
  4789 15929 17621  2417  5047  8141 14267 15550]"
4455,"[11042 11119 16633 11347 15319 13533 16708 12676 11018  9023 10020  8435
 15982  8591 11081  5260  7543  5561  6306  1561]"
4456,"[11140 10633 15413  8717  5725 13274 10334 12848  5221 17315   146  4861
  1232   167 16937 17551  3590  8563  9118  2290]"
4457,"[10350  7020  9440  4177 12256  1329 14281  4440 10114 15535  2214  3285
 15396  7080  8257 16426   599  7818  7066  9196]"
4458,"[ 7934  5613  5546 14281 15589 15172 16748  7864  9643  5912  4561 14015
  5328  9811  9311 13280  7179 10931  1989  9181]"
4459,"[11201  9223  2722 13145  1904 13090  2107  6076 14703 15451  8593 10611
 13496 11203  5734  7145 13789 12664   860 11741]"
4460,"[ 9033  2107  8502 13090 11741  2214 10799 16971   860  2032 12828 16530
 13863 10791  3285  7853 14703  9223  3637  8489]"
4461,"[ 4437 10334  4907  3766 13270 14787  5204 13151  7200 16385 14776  7607
  3489    49  7716  7343  3984 16427 13810  5816]"
4462,"[ 3283 16360 11914 11810 15443 15620 12064 15748  6084 14499  5938 14902
  2961 14651 11950  8601 15312 12481    52  5907]"
4463,"[ 8249 11251  6382  3631  5156   828 16023 16783  8130  6084  8140 11914
 13609  2190 17203 11010  7020  9335 12868 16801]"
4464,"[ 7934 16482  5033  1222  5524 11160  4177  9297 16101 16126 10931    15
  6470  4481 17371 14930 12945  7786  4218  8471]"
4465,"[ 4172   804  2164 17613 11315 12269 10438   478 16729 10663 14319 15763
 12511  1210 13862 12498 16601 16427 10733 10887]"
4466,"[11823 16253 12269 17701  3411  3944 16503  8563 10633  8541 12321 10987
  3762 13274 13371  7103  4172 13127 17315 12754]"
4467,"[ 4989 13787  1902 14517 13301 11668  8577  9585  2575   457 16528  7932
   949 16952  6595 12384 10507 17572  2423  6094]"
4468,"[ 2972  8895   762  5003  6967 11823  3590 10633  2190 16503 17277 13274
   804  3762   849  8577  2144  1908 10987  3859]"
4469,"[14656  6162 12089 14015  4078  3250   693 14449 16253  5218 11823 17258
  6399 16438 10092  1190  3099  1315  7874 16879]"
4470,"[13395  6926 12425  2805 14449 15868 10788 11160 16539   823 16615 16857
  7934  3707 14656  4481 11648  4177  8491 17371]"
4471,"[16969  6746 10228   344 16253  5687  5301 11888   436  1920  8545   457
 14008 17061 10302  4431  1042  5061  2535 16821]"
4472,"[ 5648  1747 13820 15312  5907 14902 16550   612 12142 11302  2961  8601
  8322 11810  6873  9120 11914  5938  7720 14651]"
4473,"[ 7368 12394  3737  3707  7934 11648  8491 10922   443 14496  3190 14111
 13533 17371  6003 17166  2195 10066 14834  7543]"
4474,"[17715 11977  8531 10616  5303  9612 14828  6898 15883 17762 14795 12299
  2713  7250 12655  5699   159 15517 11859 13107]"
4475,"[13168 12456 16179  3639  9748 11294 16444  2465 14834  2417 11329  8120
  9793 12219 12394 15213 12037  8504  8510 15860]"
4476,"[ 5586  4641 11648  6971 11590  5392  8491 10326 12997 17392  3623  6174
  7934  3884  6382  9612  3548 11277  9595  2318]"
4477,"[14703 16818  2107  9033  4646  7737  5757   860  2032 13723 17755  9919
 13174  2502 13033  7378  3301  2750  3008 16758]"
4478,"[16243  4094 13261 14169 11193  4437 17642 16427  3228 11342 13692 13270
 10633  3590  5187  8717   865  5816 11931  6724]"
4479,"[12998 15891  9799 14776   478 13107  9223 11859  7965 11020 10763  2692
  7582 12828  8650  7670  7431  3984  5340  3307]"
4480,"[ 2580 11140 17298  1232 10334  4907  3984  6363   167 16385  4519 13551
   146  3489  1796  7343  7295  3590 17142  5204]"
